"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","WORLDBANKINCOMEGROUP (CODE)","WORLDBANKINCOMEGROUP (DISPLAY)","WORLDBANKINCOMEGROUP (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","Comments"
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","COM","Comoros","","MLE","Male","","15","15.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_LI","Low-income","","COM","Comoros","","FMLE","Female","","16","16.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_LI","Low-income","","ERI","Eritrea","","FMLE","Female","","54","54.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_LI","Low-income","","ERI","Eritrea","","MLE","Male","","11","11.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","ERI","Eritrea","","MLE","Male","","13","13.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_LI","Low-income","","ETH","Ethiopia","","MLE","Male","","42","42.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","ETH","Ethiopia","","MLE","Male","","62","62.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","ETH","Ethiopia","","BTSX","Both sexes","","64","64.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_LI","Low-income","","ETH","Ethiopia","","MLE","Male","","15","15.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_LI","Low-income","","GHA","Ghana","","MLE","Male","","16","16.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","GHA","Ghana","","FMLE","Female","","18","18.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_LI","Low-income","","GIN","Guinea","","FMLE","Female","","16","16.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_LI","Low-income","","GMB","Gambia","","FMLE","Female","","53","53.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_LI","Low-income","","GMB","Gambia","","FMLE","Female","","58","58.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_LI","Low-income","","GMB","Gambia","","MLE","Male","","16","16.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_LI","Low-income","","GMB","Gambia","","FMLE","Female","","16","16.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","GNB","Guinea-Bissau","","BTSX","Both sexes","","15","15.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","AMR","Americas","","WB_LI","Low-income","","HTI","Haiti","","MLE","Male","","52","52.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","AMR","Americas","","WB_LI","Low-income","","HTI","Haiti","","BTSX","Both sexes","","62","62.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_LI","Low-income","","KEN","Kenya","","FMLE","Female","","53","53.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_LI","Low-income","","KEN","Kenya","","BTSX","Both sexes","","60","60.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","KEN","Kenya","","FMLE","Female","","18","18.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_LI","Low-income","","KEN","Kenya","","BTSX","Both sexes","","17","17.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","EUR","Europe","","WB_LI","Low-income","","KGZ","Kyrgyzstan","","FMLE","Female","","73","73.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","EUR","Europe","","WB_LI","Low-income","","KGZ","Kyrgyzstan","","MLE","Male","","15","15.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","WB_LI","Low-income","","KHM","Cambodia","","MLE","Male","","58","58.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","WB_LI","Low-income","","KHM","Cambodia","","MLE","Male","","70","70.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","WB_LI","Low-income","","KHM","Cambodia","","FMLE","Female","","63","63.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","WPR","Western Pacific","","WB_LI","Low-income","","KHM","Cambodia","","MLE","Male","","16","16.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","WB_LI","Low-income","","KHM","Cambodia","","BTSX","Both sexes","","24","24.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","WB_LI","Low-income","","LAO","Lao People's Democratic Republic","","MLE","Male","","58","58.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_LI","Low-income","","LBR","Liberia","","MLE","Male","","39","39.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_LI","Low-income","","LBR","Liberia","","BTSX","Both sexes","","42","42.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","LBR","Liberia","","FMLE","Female","","17","17.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","MDG","Madagascar","","FMLE","Female","","65","65.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_LI","Low-income","","MDG","Madagascar","","FMLE","Female","","16","16.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_LI","Low-income","","MLI","Mali","","MLE","Male","","48","48.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_LI","Low-income","","MLI","Mali","","MLE","Male","","14","14.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","SEAR","South-East Asia","","WB_LI","Low-income","","MMR","Myanmar","","MLE","Male","","57","57.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","WB_LI","Low-income","","MMR","Myanmar","","BTSX","Both sexes","","66","66.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","SEAR","South-East Asia","","WB_LI","Low-income","","MMR","Myanmar","","MLE","Male","","15","15.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_LI","Low-income","","MOZ","Mozambique","","BTSX","Both sexes","","43","43.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_LI","Low-income","","MOZ","Mozambique","","BTSX","Both sexes","","15","15.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","MOZ","Mozambique","","BTSX","Both sexes","","16","16.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_LI","Low-income","","MRT","Mauritania","","FMLE","Female","","62","62.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","MRT","Mauritania","","FMLE","Female","","65","65.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_LI","Low-income","","MRT","Mauritania","","BTSX","Both sexes","","58","58.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_LI","Low-income","","MRT","Mauritania","","BTSX","Both sexes","","60","60.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_LI","Low-income","","MRT","Mauritania","","FMLE","Female","","16","16.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","MRT","Mauritania","","FMLE","Female","","17","17.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_LI","Low-income","","MRT","Mauritania","","BTSX","Both sexes","","16","16.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","MWI","Malawi","","MLE","Male","","16","16.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_LI","Low-income","","MWI","Malawi","","FMLE","Female","","15","15.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","1990","1990","","AFR","Africa","","WB_LI","Low-income","","NER","Niger","","MLE","Male","","14","14.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","NER","Niger","","MLE","Male","","15","15.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2000","2000","","AFR","Africa","","WB_LI","Low-income","","NER","Niger","","BTSX","Both sexes","","15","15.00000","","",""
"WHOSIS_000015","Life expectancy at age 60 (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2977","PUBLISHED","Published","","2012","2012","","AFR","Africa","","WB_LI","Low-income","","NER","Niger","","BTSX","Both sexes","","15","15.00000","","",""
"WHOSIS_000001","Life expectancy at birth (years)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=65","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","WB_LI","Low-income","","NIU","Niue","","MLE","Male","","70","70.00000","","",""
